Episode,Gamma,Episode Length,Average time,Average reward
1000,1.0,70,711948.5854772631,-0.27140000000000025
5000,1.0,70,711381.7354202,0.01171999999999981
10000,1.0,70,711315.1438643514,0.08262599999999987
15000,1.0,70,711298.3950311173,0.13217599999999988
20000,1.0,70,711295.8608559327,0.16365399999999988
25000,1.0,70,711300.4269566528,0.1809623999999999
30000,1.0,70,711309.3323637734,0.19531466666666655
35000,1.0,70,711321.3593380778,0.20680742857142848
40000,1.0,70,711336.1755041989,0.21660299999999993
45000,1.0,70,711353.4976840204,0.22475199999999995
50000,1.0,70,711373.1788187309,0.23131039999999997
1000,1.0,80,712080.8920957554,-0.2978400000000003
5000,1.0,80,711514.0099373299,-0.03185600000000019
10000,1.0,80,711447.4461156544,0.08125599999999986
15000,1.0,80,711430.3539362473,0.13122266666666652
20000,1.0,80,711427.0412372738,0.1642709999999999
25000,1.0,80,711430.3113077037,0.18373119999999996
30000,1.0,80,711437.8358020724,0.19784999999999994
35000,1.0,80,711448.7159063038,0.20774571428571423
40000,1.0,80,711462.4604253273,0.21781449999999997
45000,1.0,80,711478.6331109925,0.22683644444444434
50000,1.0,80,711496.4513120783,0.23454799999999995
1000,1.0,90,712203.167205373,-0.4542600000000003
5000,1.0,90,711636.0540192047,-0.029900000000000183
10000,1.0,90,711569.2627429232,0.10523799999999987
15000,1.0,90,711551.6319479065,0.15702933333333322
20000,1.0,90,711547.5924808448,0.1843639999999999
25000,1.0,90,711550.2364668185,0.20812559999999994
30000,1.0,90,711556.8985721376,0.22427799999999995
35000,1.0,90,711566.6908375609,0.23726114285714278
40000,1.0,90,711579.0949363306,0.24726749999999992
45000,1.0,90,711593.759149405,0.2561279999999999
50000,1.0,90,711610.757167268,0.26405959999999995
1000,1.0,100,712317.3315303288,-0.5479000000000002
5000,1.0,100,711750.0938261388,-0.22709600000000024
10000,1.0,100,711684.3618224614,-0.05446000000000018
15000,1.0,100,711668.6455868926,0.037454666666666525
20000,1.0,100,711666.7186292274,0.09174599999999986
25000,1.0,100,711671.8888421643,0.12551519999999988
30000,1.0,100,711681.4893439648,0.1532093333333332
35000,1.0,100,711694.9352378178,0.1746937142857142
40000,1.0,100,711710.9298965555,0.1929414999999999
45000,1.0,100,711729.0049000346,0.20629866666666655
50000,1.0,100,711749.6087551062,0.21710039999999994
